sex,age,mrd,educ,cworker,region,race,earnings,height,weight,occupation
1,50,1,17,6,4,1,84054.75,69,188,1
1,60,5,16,2,3,1,84054.75,72,185,1
1,29,1,17,5,4,1,49430.10938,73,190,1
1,37,5,18,4,2,1,84054.75,76,220,1
1,62,1,17,4,2,1,84054.75,72,165,1
1,28,6,15,2,4,1,84054.75,75,268,1
1,37,4,18,1,2,1,49430.10938,73,205,1
1,47,4,16,6,2,1,38925.33594,70,160,1
1,26,1,10,1,1,1,33712.96875,69,210,1
1,25,1,14,1,3,1,44152.16016,78,240,1
1,37,1,17,3,4,1,84054.75,79,200,1
1,47,1,18,1,2,1,84054.75,68,215,1
1,30,1,14,3,2,1,84054.75,75,210,1
1,41,1,18,1,3,1,84054.75,69,180,1
1,46,1,18,5,1,1,84054.75,73,185,1
1,35,1,13,1,3,2,20305.50977,70,219,1
1,36,1,16,1,2,1,84054.75,70,160,1
1,46,1,16,3,2,1,84054.75,68,140,1
1,43,1,12,6,3,4,33712.96875,64,155,1
1,35,1,13,6,4,4,44152.16016,71,145,1
1,43,6,15,1,1,1,44152.16016,75,230,1
1,36,1,18,1,2,4,19237.19531,64,130,1
1,56,1,18,1,3,1,84054.75,68,210,1
1,26,6,16,1,1,1,33712.96875,72,185,1
1,35,6,16,1,3,1,38925.33594,72,255,1
1,40,1,18,1,3,1,84054.75,72,190,1
1,33,6,18,3,3,1,84054.75,73,180,1
1,62,2,18,4,2,1,33712.96875,76,210,1
1,55,4,14,1,3,1,84054.75,67,155,1
1,30,1,17,1,3,1,49430.10938,70,155,1
1,27,6,16,1,3,1,33712.96875,72,200,1
1,36,1,17,3,4,1,84054.75,75,215,1
1,40,1,17,6,4,1,84054.75,69,158,1
1,52,1,12,1,3,1,84054.75,73,190,1
1,41,1,16,1,1,1,84054.75,74,225,1
1,48,1,12,1,3,1,20305.50977,68,175,1
1,51,4,16,3,1,1,84054.75,70,175,1
1,45,1,12,4,1,1,84054.75,66,200,1
1,33,1,12,6,2,1,38925.33594,68,180,1
1,57,1,15,1,3,1,84054.75,68,212,1
1,54,1,16,2,3,1,84054.75,66,175,1
1,63,1,16,1,4,1,33712.96875,72,185,1
1,27,1,13,1,1,1,38925.33594,67,140,1
1,49,4,13,3,1,1,28560.38672,74,195,1
1,53,1,12,3,1,1,38925.33594,72,185,1
1,60,1,16,1,2,1,84054.75,72,230,1
1,31,1,16,1,4,4,38925.33594,69,130,1
1,33,1,16,6,2,1,84054.75,70,190,1
1,61,1,18,6,3,1,84054.75,71,185,1
1,63,4,16,1,2,1,84054.75,71,204,1
1,48,1,18,4,1,1,84054.75,72,190,1
1,50,1,15,1,3,1,84054.75,70,185,1
1,26,6,16,1,2,1,38925.33594,74,195,1
1,32,1,16,1,1,2,84054.75,73,235,1
1,26,1,13,1,4,1,84054.75,73,182,1
1,48,6,17,4,3,1,44152.16016,73,180,1
1,27,1,16,1,2,1,84054.75,72,200,1
1,50,1,16,3,1,1,84054.75,70,200,1
1,53,1,16,1,4,1,84054.75,66,155,1
1,41,1,17,4,4,1,84054.75,75,215,1
1,47,1,14,1,2,1,84054.75,73,270,1
1,46,6,16,1,3,1,84054.75,74,180,1
1,56,4,18,4,3,1,33712.96875,71,220,1
1,33,6,16,1,4,1,84054.75,70,270,1
1,46,1,17,3,4,1,84054.75,68,180,1
1,58,1,12,1,3,2,10865.42871,70,145,1
1,59,1,18,3,2,1,84054.75,68,165,1
1,37,6,18,1,4,1,33712.96875,68,235,1
0,36,5,17,1,3,4,23362.87305,62,110,2
0,35,1,17,3,4,1,49430.10938,62,100,2
0,44,1,16,1,2,1,84054.75,64,119,2
0,41,1,17,4,2,1,49430.10938,67,130,2
0,45,1,12,4,4,1,84054.75,62,125,2
0,41,1,18,4,3,2,23362.87305,61,190,2
0,34,1,13,6,4,3,84054.75,63,108,2
0,25,1,12,1,4,1,84054.75,66,173,2
0,28,6,17,1,3,1,23362.87305,64,110,2
0,29,5,12,1,2,1,23362.87305,64,140,2
0,41,1,16,1,3,1,84054.75,67,150,2
0,41,1,17,6,4,4,33712.96875,62,140,2
0,39,1,12,4,4,1,33712.96875,64,180,2
0,50,1,13,6,4,1,84054.75,68,175,2
0,36,6,18,1,2,1,84054.75,70,155,2
0,25,6,16,1,3,4,33712.96875,61,92,2
0,45,1,16,4,3,1,84054.75,68,175,2
0,45,3,16,3,3,1,84054.75,64,128,2
0,34,1,12,1,2,3,44152.16016,62,200,2
0,64,1,17,1,1,1,49430.10938,65,160,2
0,34,5,16,1,3,1,49430.10938,64,112,2
0,46,1,14,4,1,2,84054.75,62,136,2
0,43,1,14,1,3,1,84054.75,65,150,2
0,36,1,16,1,4,1,84054.75,65,125,2
0,55,6,16,4,4,1,49430.10938,62,190,2
0,48,1,16,4,1,1,84054.75,63,150,2
0,53,3,16,1,4,1,84054.75,67,170,2
0,28,1,16,1,3,1,33712.96875,62,120,2
0,27,1,18,1,1,3,15081.97559,63,103,2
0,43,1,14,1,3,1,49430.10938,62,120,2
0,55,3,16,1,3,1,38925.33594,68,125,2
0,45,1,16,4,3,1,84054.75,64,130,2
0,50,1,17,3,3,1,84054.75,64,150,2
0,31,1,14,4,4,1,84054.75,69,135,2
0,36,1,18,4,3,1,84054.75,66,140,2
0,28,1,18,4,3,1,44152.16016,68,130,2
0,47,4,18,4,2,1,84054.75,65,140,2
0,51,1,17,1,4,1,44152.16016,66,170,2
0,36,1,13,4,3,1,20305.50977,71,175,2
0,40,1,15,1,2,1,84054.75,66,165,2
0,52,4,16,1,1,1,19237.19531,69,190,2
0,28,5,16,1,3,1,49430.10938,67,138,2
0,35,1,16,1,4,1,84054.75,63,125,2
0,43,4,16,1,2,1,84054.75,64,125,2
0,36,5,12,4,4,1,28560.38672,64,124,2
0,27,1,16,4,2,1,33712.96875,67,125,2
0,52,1,18,4,2,1,84054.75,65,135,2
0,33,1,16,3,3,1,84054.75,68,125,2
0,43,1,17,3,2,1,44152.16016,66,150,2
0,29,1,16,1,3,1,49430.10938,68,129,2
0,32,1,16,1,2,1,49430.10938,68,130,2
0,40,1,15,1,2,1,49430.10938,64,138,2
0,38,1,18,4,3,2,84054.75,63,150,2
0,49,1,15,3,3,1,84054.75,68,150,2
0,41,6,18,4,1,1,33712.96875,64,174,2
0,38,1,18,4,3,1,49430.10938,66,220,2
0,32,1,17,4,3,1,23362.87305,65,125,2
0,61,4,15,1,4,1,38925.33594,69,220,2
0,48,1,18,4,3,3,84054.75,62,230,2
0,45,1,16,4,3,1,28560.38672,62,140,2
0,52,6,17,4,1,1,44152.16016,62,140,2
0,42,1,18,1,4,4,28560.38672,64,163,2
0,43,1,17,1,2,1,84054.75,65,120,2
0,25,1,12,4,4,1,28560.38672,62,173,2
0,42,4,18,1,3,3,19237.19531,64,115,2
0,47,4,18,6,4,1,38925.33594,63,150,2
0,60,4,17,1,3,3,84054.75,66,148,2
0,34,1,15,1,3,1,84054.75,63,150,2
0,37,1,18,3,2,1,84054.75,66,160,2
0,39,1,15,1,1,1,84054.75,68,142,2
0,41,1,18,1,3,2,84054.75,67,145,2
0,44,4,16,4,2,2,33712.96875,63,127,2
0,47,6,18,4,1,1,38925.33594,62,135,2
0,45,1,17,4,2,1,84054.75,66,150,2
0,51,1,18,3,3,1,84054.75,65,127,2
0,40,6,16,1,4,4,84054.75,64,120,2
0,25,1,16,1,3,1,84054.75,69,135,2
0,29,6,18,4,1,1,84054.75,68,165,2
0,49,4,18,1,3,1,28560.38672,64,190,2
0,34,1,16,1,3,1,49430.10938,66,200,2
0,51,1,16,1,1,1,84054.75,69,152,2
0,54,1,18,3,3,1,44152.16016,63,150,2
0,41,1,17,4,1,1,84054.75,67,165,2
0,33,1,16,1,4,1,84054.75,62,110,2
0,35,1,16,1,3,1,84054.75,64,107,2
0,50,4,15,1,2,1,28560.38672,63,170,2
0,40,1,18,4,1,1,84054.75,63,108,2
0,51,1,17,4,1,1,84054.75,65,120,2
0,44,6,16,6,1,4,84054.75,61,106,2
0,37,6,16,1,1,1,23362.87305,61,110,2
0,64,4,15,1,2,1,38925.33594,72,190,2
0,38,1,17,1,4,1,84054.75,64,127,2
0,28,6,16,2,2,1,33712.96875,65,170,2
0,51,1,18,4,2,1,44152.16016,64,235,2
0,46,1,16,1,3,1,84054.75,66,195,2
0,64,6,17,3,4,2,23362.87305,66,160,2
0,49,1,16,1,1,1,84054.75,62,140,2
0,41,1,16,1,1,1,49430.10938,63,140,2
0,31,6,17,4,2,1,84054.75,61,150,2
0,50,6,18,4,4,1,84054.75,63,501,2
0,51,5,18,4,4,1,49430.10938,66,130,2
0,28,6,12,4,3,2,28560.38672,69,158,2
0,45,1,15,1,1,1,84054.75,63,215,2
0,46,1,19,6,1,1,84054.75,63,100,2
0,57,1,18,4,3,3,84054.75,62,135,2
0,50,1,15,1,2,1,49430.10938,66,501,2
0,48,1,12,1,3,1,84054.75,62,125,2
0,43,5,15,1,2,1,84054.75,65,118,2
0,35,4,16,4,2,1,28560.38672,62,120,2
0,36,1,17,4,2,1,84054.75,67,150,2
0,37,6,16,1,3,2,38925.33594,64,135,2
0,57,4,16,1,4,1,33712.96875,66,100,2
0,42,1,18,4,2,1,84054.75,70,240,2
0,36,1,16,4,3,1,38925.33594,60,122,2
0,41,1,16,4,3,3,84054.75,62,165,2
0,31,1,17,4,4,1,84054.75,63,140,2
0,35,1,18,1,3,1,38925.33594,64,130,2
0,46,1,16,1,2,1,84054.75,60,113,2
0,37,1,14,1,2,1,84054.75,63,125,2
0,47,6,18,4,1,1,49430.10938,64,140,2
0,32,6,16,2,3,2,38925.33594,62,180,2
0,37,1,13,1,2,1,49430.10938,60,108,2
0,43,1,16,1,4,4,84054.75,63,120,2
0,47,4,15,1,1,1,38925.33594,62,185,2
0,31,4,12,3,4,1,28560.38672,69,165,2
0,38,1,16,1,2,1,84054.75,63,230,2
0,26,1,16,4,2,1,33712.96875,65,140,2
0,61,1,17,4,3,1,49430.10938,65,175,2
0,37,1,17,1,4,1,84054.75,66,135,2
0,40,4,15,1,2,1,44152.16016,62,140,2
0,29,6,16,1,1,1,28560.38672,62,125,2
0,45,4,18,1,1,1,84054.75,65,145,2
0,56,1,18,4,2,1,84054.75,67,140,2
0,42,6,12,1,3,1,12954.76563,62,108,2
0,37,1,17,1,1,1,84054.75,68,150,2
0,48,6,16,4,1,1,33712.96875,62,200,2
0,32,1,16,4,3,1,84054.75,68,170,2
0,39,1,12,1,3,1,38925.33594,64,145,2
0,35,6,18,1,1,1,84054.75,63,110,2
0,32,6,18,1,4,1,49430.10938,64,140,2
0,46,1,18,4,4,3,44152.16016,64,175,2
0,28,1,16,1,4,1,84054.75,64,115,2
0,34,1,14,1,4,1,84054.75,65,143,2
0,39,1,18,3,4,1,84054.75,64,138,2
0,41,1,17,1,2,1,84054.75,62,230,2
0,57,3,15,1,1,2,84054.75,65,192,2
0,31,1,18,4,3,1,23362.87305,63,135,2
0,54,1,16,3,3,1,38925.33594,64,150,2
0,45,1,16,3,3,1,84054.75,65,145,2
0,29,1,15,1,2,1,44152.16016,64,160,2
0,40,1,17,1,3,1,84054.75,63,150,2
0,58,6,16,1,1,1,84054.75,66,180,2
0,53,4,18,1,1,1,84054.75,65,120,2
0,62,1,18,4,3,1,28560.38672,62,120,2
0,61,4,18,4,4,1,44152.16016,64,195,2
0,43,1,16,1,2,4,84054.75,64,180,2
0,48,4,14,1,1,1,28560.38672,61,175,2
0,26,5,16,4,1,1,38925.33594,67,110,2
0,39,6,18,3,1,1,49430.10938,63,102,2
0,33,1,16,1,4,4,84054.75,59,125,2
0,46,6,16,1,4,4,49430.10938,60,128,2
0,33,1,14,1,1,1,84054.75,65,124,2
0,36,4,17,1,2,1,38925.33594,65,120,2
0,29,1,16,4,2,1,44152.16016,67,168,2
0,41,1,18,4,2,1,84054.75,62,135,2
0,48,1,18,4,2,1,38925.33594,62,150,2
0,43,1,16,1,2,1,84054.75,65,150,2
0,54,1,16,1,2,1,84054.75,67,194,2
0,42,1,15,1,3,3,84054.75,61,135,2
0,36,4,15,1,1,1,33712.96875,64,125,2
0,30,1,13,1,2,1,84054.75,62,135,2
0,50,6,18,3,3,1,23362.87305,68,180,2
0,39,1,16,4,1,1,84054.75,65,157,2
0,48,4,14,1,4,1,44152.16016,65,235,2
0,60,1,18,1,1,1,84054.75,68,190,2
0,31,6,16,1,3,2,49430.10938,65,220,2
0,41,1,14,1,4,2,84054.75,70,210,2
0,45,1,16,4,2,1,84054.75,59,120,2
0,41,6,18,1,2,1,33712.96875,67,145,2
0,43,1,17,1,1,1,84054.75,67,175,2
0,55,4,18,1,4,1,18168.8418,62,120,2
0,44,6,16,4,3,2,28560.38672,66,207,2
0,36,1,13,1,2,1,84054.75,71,190,2
0,33,1,15,1,3,1,84054.75,65,170,2
0,38,1,16,1,3,4,28560.38672,65,105,2
0,26,6,14,1,2,1,28560.38672,71,158,2
0,38,4,18,4,4,1,28560.38672,66,145,2
0,40,1,18,3,3,1,33712.96875,65,130,2
0,28,1,16,4,3,3,84054.75,68,144,2
0,36,4,14,3,1,1,44152.16016,62,135,2
0,42,1,14,1,1,1,84054.75,66,160,2
0,49,1,18,4,2,1,33712.96875,64,160,2
0,34,1,13,2,4,4,16081.58789,62,98,2
0,50,1,18,1,2,1,84054.75,64,190,2
0,32,1,16,1,2,1,84054.75,64,156,2
0,47,4,18,2,3,1,84054.75,67,140,2
0,44,1,14,1,3,1,38925.33594,66,210,2
0,30,4,15,1,2,2,23362.87305,62,150,2
0,37,4,18,4,1,1,49430.10938,65,110,2
0,29,6,17,1,4,1,33712.96875,66,160,2
0,28,1,16,1,1,1,44152.16016,63,160,2
0,37,1,12,1,2,1,49430.10938,60,120,2
0,40,1,15,3,2,2,44152.16016,62,170,2
0,62,4,18,4,4,1,84054.75,67,135,2
0,33,6,18,1,1,1,28560.38672,66,145,2
0,40,1,15,6,4,1,84054.75,68,135,2
0,42,6,16,4,1,1,33712.96875,62,205,2
0,42,1,16,1,1,1,33712.96875,65,170,2
0,43,1,13,3,3,1,33712.96875,66,160,2
0,30,1,16,1,4,3,84054.75,62,116,2
0,36,1,16,1,4,1,84054.75,64,110,2
0,55,1,18,6,1,1,84054.75,61,110,2
0,42,1,14,1,3,1,84054.75,61,140,2
0,31,4,17,1,4,1,28560.38672,66,117,2
0,45,1,12,1,2,1,19237.19531,67,204,2
0,60,1,14,1,3,1,84054.75,65,180,2
0,48,1,18,4,4,1,84054.75,65,113,2
0,48,1,16,3,3,2,84054.75,64,190,2
0,49,1,18,4,1,1,84054.75,63,160,2
0,39,6,18,4,3,1,33712.96875,71,180,2
0,47,6,18,4,3,1,38925.33594,66,140,2
0,46,1,12,4,2,1,44152.16016,62,300,2
0,58,1,12,3,2,1,49430.10938,66,219,2
0,43,1,18,1,1,4,84054.75,62,105,2
0,56,4,18,4,2,1,28560.38672,62,125,2
0,40,1,16,1,3,1,84054.75,65,120,2
0,36,1,18,3,3,1,84054.75,65,130,2
0,50,1,14,1,1,1,84054.75,66,155,2
0,33,4,15,1,2,1,44152.16016,67,150,2
0,41,1,18,4,3,1,84054.75,67,150,2
0,42,1,18,4,1,1,84054.75,63,165,2
0,27,1,14,4,3,2,84054.75,61,158,2
0,37,1,12,6,4,1,19237.19531,63,180,2
0,35,6,16,1,3,1,84054.75,68,210,2
0,48,1,18,3,3,1,84054.75,65,115,2
0,47,4,16,4,3,1,23362.87305,65,200,2
0,41,1,18,3,2,1,84054.75,72,200,2
0,47,1,16,4,3,1,84054.75,66,135,2
0,27,1,16,4,2,1,38925.33594,64,160,2
0,52,4,17,6,4,1,15081.97559,68,130,2
0,41,1,18,1,1,1,49430.10938,66,125,2
0,51,1,14,1,1,1,49430.10938,63,185,2
0,41,1,18,1,1,1,84054.75,70,200,2
0,43,1,16,4,3,2,84054.75,64,128,2
0,46,4,12,1,2,1,33712.96875,64,130,2
0,30,1,16,1,2,1,84054.75,69,175,2
0,26,1,14,1,1,1,44152.16016,63,120,2
0,54,1,17,1,4,1,84054.75,62,140,2
0,48,4,17,3,1,1,44152.16016,66,140,2
0,30,1,17,1,3,1,84054.75,67,120,2
0,37,1,16,1,1,1,84054.75,64,134,2
0,40,4,18,4,3,1,33712.96875,60,105,2
0,59,1,12,1,2,1,38925.33594,66,145,2
0,41,5,17,3,1,3,19237.19531,63,146,2
0,37,6,16,1,3,1,38925.33594,64,118,2
0,34,1,16,1,2,1,38925.33594,66,160,2
0,49,4,15,1,2,1,38925.33594,64,120,2
0,44,1,15,1,4,1,84054.75,63,125,2
0,32,1,14,1,3,1,84054.75,62,130,2
0,50,1,18,4,3,1,84054.75,66,165,2
0,46,6,17,3,1,2,28560.38672,71,180,2
0,55,4,16,4,3,2,44152.16016,67,190,2
0,30,4,16,1,4,1,28560.38672,62,107,2
0,25,1,16,4,3,1,84054.75,63,145,2
0,39,6,18,1,2,1,84054.75,67,140,2
0,35,6,12,1,2,1,38925.33594,62,130,2
0,36,1,12,4,4,4,33712.96875,63,225,2
0,61,6,18,3,1,1,38925.33594,68,150,2
0,36,1,16,1,3,1,84054.75,68,140,2
0,48,3,17,1,2,2,28560.38672,67,160,2
0,56,1,16,1,3,1,84054.75,65,160,2
0,32,1,17,1,2,1,38925.33594,62,140,2
0,40,1,16,1,1,1,84054.75,63,132,2
0,49,2,18,4,3,1,84054.75,69,200,2
0,38,1,18,1,1,1,84054.75,63,124,2
0,37,4,17,1,1,1,49430.10938,66,130,2
0,29,6,16,1,1,1,49430.10938,67,160,2
0,56,5,9,1,1,2,20305.50977,64,207,2
0,31,6,16,1,2,1,38925.33594,65,120,2
0,42,1,18,4,3,1,49430.10938,62,118,2
0,49,1,16,1,2,1,84054.75,63,126,2
0,44,1,17,1,3,2,84054.75,69,165,2
0,49,4,16,3,2,2,23362.87305,60,145,2
0,50,4,18,3,4,1,84054.75,67,162,2
0,32,6,17,4,4,1,18168.8418,70,210,2
0,43,1,18,6,4,1,84054.75,63,140,2
0,42,1,7,1,2,1,84054.75,66,130,2
0,29,6,17,1,2,1,23362.87305,67,160,2
0,54,1,18,4,1,1,84054.75,62,200,2
0,33,1,16,1,2,1,84054.75,67,165,2
0,31,1,18,4,2,1,84054.75,63,117,2
0,49,6,14,1,1,4,28560.38672,60,108,2
0,35,1,16,1,2,1,84054.75,66,120,2
0,58,4,12,1,2,1,33712.96875,64,130,2
0,29,2,16,4,2,2,28560.38672,67,130,2
0,47,4,14,1,3,4,33712.96875,68,152,2
0,29,6,16,4,2,1,28560.38672,66,130,2
0,30,6,18,3,3,1,23362.87305,68,140,2
0,38,1,12,1,2,1,84054.75,65,130,2
0,47,1,18,3,1,1,84054.75,67,160,2
0,31,1,17,1,2,1,44152.16016,65,120,2
0,43,1,18,1,2,1,28560.38672,67,255,2
0,46,1,16,2,3,1,84054.75,64,117,2
0,46,4,18,3,3,1,84054.75,68,185,2
0,34,6,12,1,2,2,10865.42871,62,150,2
0,52,4,18,6,3,1,84054.75,68,135,2
0,42,1,16,2,1,1,84054.75,65,180,2
0,51,1,16,1,4,1,84054.75,63,140,2
0,53,4,18,1,1,1,38925.33594,62,135,2
0,33,1,14,1,1,1,49430.10938,64,115,2
0,49,4,18,1,3,1,20305.50977,63,120,2
0,56,4,16,4,1,1,84054.75,65,150,2
0,44,1,18,3,2,3,84054.75,60,135,2
0,45,1,16,1,2,1,84054.75,60,150,2
0,37,1,16,1,4,3,84054.75,63,130,2
0,47,1,15,1,1,1,84054.75,61,212,2
0,32,1,18,1,4,1,84054.75,65,190,2
0,49,4,17,1,4,1,23362.87305,67,120,2
0,29,6,17,1,3,2,38925.33594,64,260,2
0,58,5,16,6,4,1,16081.58789,65,160,2
0,35,6,14,1,3,2,44152.16016,65,192,2
0,55,4,16,1,3,1,38925.33594,63,165,2
0,43,1,18,4,1,1,84054.75,64,150,2
0,42,1,16,1,3,1,49430.10938,68,170,2
0,31,6,18,1,3,1,84054.75,67,255,2
0,46,3,16,2,3,1,84054.75,63,110,2
0,58,1,18,1,1,1,38925.33594,64,138,2
0,28,1,16,1,3,1,23362.87305,65,210,2
0,36,1,17,3,2,1,84054.75,67,200,2
0,37,1,18,1,2,1,84054.75,60,110,2
0,38,1,18,4,2,1,84054.75,64,125,2
0,43,6,18,4,4,1,28560.38672,64,155,2
0,41,1,16,1,1,1,84054.75,65,165,2
0,38,1,16,1,2,1,84054.75,64,165,2
0,29,1,17,1,3,1,44152.16016,63,165,2
0,28,1,17,4,2,1,84054.75,67,135,2
0,42,4,14,1,1,1,38925.33594,70,190,2
0,44,1,18,3,3,1,84054.75,63,120,2
0,50,6,18,3,4,1,38925.33594,63,134,2
0,33,1,18,4,4,1,33712.96875,69,125,2
0,51,1,16,3,4,1,44152.16016,69,190,2
0,53,4,16,1,3,1,84054.75,68,150,2
0,38,4,12,1,3,1,17171.26367,64,120,2
0,52,6,17,3,2,1,33712.96875,67,150,2
0,55,4,16,4,3,3,20305.50977,64,165,2
0,35,1,16,1,1,1,84054.75,63,120,2
0,32,1,18,1,4,1,84054.75,67,130,2
0,49,4,18,3,1,2,28560.38672,64,171,2
0,50,1,17,4,4,1,84054.75,61,115,2
0,40,1,18,3,1,1,84054.75,67,155,2
0,43,1,16,1,1,1,84054.75,62,130,2
0,47,1,18,1,1,4,84054.75,60,110,2
0,33,1,18,2,2,1,84054.75,64,129,2
0,34,1,12,1,1,1,38925.33594,62,112,2
0,46,1,18,1,1,1,84054.75,65,118,2
0,51,1,12,1,3,1,44152.16016,65,130,2
0,47,1,12,1,1,1,49430.10938,67,160,2
0,39,1,18,1,2,1,84054.75,62,501,2
0,40,1,18,1,4,1,28560.38672,69,130,2
0,38,6,14,1,1,1,84054.75,62,125,2
0,35,1,18,1,2,1,44152.16016,69,183,2
0,33,1,18,4,4,4,84054.75,59,130,2
0,52,1,17,4,4,1,84054.75,65,135,2
0,26,1,16,1,3,1,38925.33594,65,124,2
0,45,4,14,1,3,1,33712.96875,65,220,2
0,65,1,12,3,2,1,33712.96875,65,210,2
0,35,1,13,4,2,1,38925.33594,61,130,2
0,42,1,14,1,1,3,84054.75,59,115,2
0,26,1,14,1,4,1,84054.75,70,110,2
0,38,1,14,1,3,1,84054.75,66,160,2
0,29,6,13,3,4,1,12954.76563,64,203,2
0,43,1,15,1,4,1,49430.10938,67,155,2
0,42,1,4,4,3,1,84054.75,62,140,2
0,35,1,17,5,1,1,84054.75,62,125,2
0,34,1,12,3,4,1,38925.33594,64,130,2
0,49,3,16,4,2,1,23362.87305,60,156,2
0,49,4,18,3,4,1,84054.75,66,120,2
0,57,1,18,3,3,1,49430.10938,64,106,2
0,26,6,16,1,2,1,20305.50977,65,140,2
0,43,4,16,1,2,1,38925.33594,62,130,2
0,26,6,16,3,3,1,23362.87305,65,120,2
0,48,6,18,3,2,2,20305.50977,67,159,2
0,33,1,14,1,2,1,38925.33594,65,175,2
0,30,6,18,1,1,1,28560.38672,68,145,2
0,48,1,12,4,1,3,84054.75,64,140,2
0,38,1,12,4,1,1,84054.75,67,127,2
0,26,1,16,1,4,1,44152.16016,61,155,2
0,40,1,18,4,3,1,84054.75,65,118,2
0,39,1,14,1,4,1,23362.87305,62,140,2
0,35,1,16,6,2,1,84054.75,66,155,2
0,35,1,16,3,2,1,84054.75,67,145,2
0,54,1,17,1,4,4,38925.33594,63,130,2
0,55,3,16,4,1,3,49430.10938,69,195,2
0,35,4,14,2,1,1,44152.16016,69,165,2
0,42,6,18,1,2,1,84054.75,65,240,2
0,28,4,12,1,3,2,14021.39453,64,180,2
0,26,6,16,4,4,1,23362.87305,65,125,2
0,29,1,16,1,4,1,84054.75,68,148,2
0,46,1,14,3,4,3,84054.75,60,110,2
0,39,1,16,1,1,2,84054.75,71,201,2
0,45,4,18,3,3,1,44152.16016,66,135,2
0,38,1,18,1,3,1,16081.58789,65,155,2
0,45,1,12,1,1,1,84054.75,68,140,2
0,32,1,18,2,4,1,33712.96875,62,112,2
0,39,1,17,6,4,1,84054.75,66,125,2
0,43,1,16,1,4,1,49430.10938,68,135,2
0,26,6,16,4,2,1,19237.19531,64,115,2
0,54,6,18,1,1,1,33712.96875,62,150,2
0,54,1,14,1,2,1,84054.75,67,197,2
0,44,4,18,1,2,1,28560.38672,67,116,2
0,33,1,16,1,2,4,84054.75,61,140,2
0,40,2,18,4,2,1,33712.96875,64,170,2
0,51,1,17,1,3,1,84054.75,65,135,2
0,50,1,18,3,3,2,84054.75,62,115,2
0,26,1,16,3,3,2,44152.16016,66,148,2
0,28,1,14,1,2,1,84054.75,67,190,2
0,31,1,18,4,3,1,84054.75,66,150,2
0,41,6,18,6,3,1,38925.33594,65,112,2
0,48,1,16,1,1,1,84054.75,70,149,2
0,38,5,18,6,4,1,84054.75,64,110,2
0,39,1,18,1,4,1,84054.75,60,182,2
0,42,1,18,1,4,3,84054.75,62,110,2
0,45,1,10,1,3,1,28560.38672,61,110,2
0,48,6,16,1,4,1,84054.75,64,145,2
0,42,1,14,3,3,1,33712.96875,62,195,2
0,29,1,18,1,1,1,49430.10938,62,122,2
0,30,4,13,1,2,1,33712.96875,65,120,2
0,41,1,18,1,4,1,44152.16016,68,142,2
0,42,1,18,4,1,1,84054.75,61,115,2
0,40,6,17,2,3,2,33712.96875,64,140,2
0,28,1,18,1,2,1,84054.75,68,170,2
0,53,4,15,3,2,1,33712.96875,66,190,2
0,45,1,12,1,1,1,33712.96875,64,200,2
0,33,1,16,1,3,1,84054.75,62,100,2
0,32,1,16,3,4,1,44152.16016,61,150,2
0,41,1,15,1,3,1,84054.75,66,150,2
0,41,1,17,1,2,1,84054.75,66,140,2
0,29,6,18,1,2,1,84054.75,65,135,2
0,64,1,12,6,3,1,33712.96875,64,130,2
0,57,1,15,3,3,1,49430.10938,65,165,2
0,50,4,12,3,4,1,28560.38672,68,168,2
0,44,1,18,1,2,1,84054.75,67,128,2
0,26,6,17,1,2,2,33712.96875,69,501,2
0,30,5,12,3,3,2,18168.8418,61,501,2
0,49,1,18,4,4,1,84054.75,66,150,2
0,31,1,16,4,3,2,84054.75,63,135,2
0,39,1,15,4,3,1,84054.75,65,117,2
0,35,1,16,5,1,1,84054.75,67,140,2
0,35,1,16,4,3,1,84054.75,67,145,2
0,45,6,18,1,4,1,84054.75,68,244,2
0,32,1,18,1,3,1,49430.10938,62,130,2
0,31,1,18,6,1,1,84054.75,69,140,2
0,39,6,18,1,1,1,44152.16016,65,125,2
0,50,1,13,1,2,1,44152.16016,66,148,2
0,29,1,16,1,1,1,49430.10938,64,137,2
0,51,1,17,4,2,1,84054.75,68,133,2
0,49,1,18,3,3,1,84054.75,65,135,2
0,34,1,18,4,4,1,84054.75,69,501,2
0,60,3,14,1,4,2,20305.50977,61,110,2
0,48,1,16,4,2,1,38925.33594,62,140,2
0,32,1,16,1,3,1,38925.33594,65,140,2
0,35,1,16,4,3,1,84054.75,62,120,2
0,34,1,16,4,3,1,38925.33594,65,165,2
0,28,6,17,4,4,1,28560.38672,65,129,2
0,42,1,16,1,3,1,84054.75,67,180,2
0,33,6,16,1,3,2,44152.16016,62,115,2
0,27,1,14,1,3,2,84054.75,67,180,2
0,25,6,16,4,3,1,15081.97559,66,160,2
0,43,1,16,1,2,1,49430.10938,67,130,2
0,34,1,12,1,3,1,33712.96875,65,110,2
0,59,1,16,4,2,1,49430.10938,66,140,2
0,25,6,14,1,1,3,84054.75,64,250,2
0,29,1,16,1,4,1,84054.75,66,116,2
0,36,1,16,4,2,1,84054.75,66,200,2
0,27,1,14,1,2,1,33712.96875,67,125,2
0,41,1,16,1,1,1,84054.75,68,175,2
0,45,4,18,4,1,1,44152.16016,67,160,2
0,40,1,16,4,1,1,28560.38672,62,128,2
0,47,4,17,3,2,1,49430.10938,63,147,2
